reviewId,content,score
31bd9e82-59de-440c-b7aa-b60811e0fe2a,I will like the game for every time,5
b9f02a89-d44e-48c3-bcb8-c5d7928e5117,"great for mindles fun. if you need a quick distraction, yes this is it.",4
22fcc0ec-2f1c-4d87-8f87-f7f4f8466cda,super,4
c1b9c6ba-2a9c-48f3-a747-80157f04e598,good,5
24aa13b1-cc8e-475a-8a07-8e13c25e92de,I can't get enough of candy crush,5
03626a66-26a9-4e09-b735-3c45d46570ec,"It releases stress, it is fun and entertaining",5
6a9bb177-5e4a-46ba-ae44-eb7b0f24c90a,I love it,5
4a4178a8-927a-41e5-9860-704ba66e7279,good game,5
34a97c7e-ca68-4ef2-9055-a2a98a75a343,fun,5
37201c7d-3c06-49c4-8f32-d1ce267176ee,❤️❤️❤️love this game❤️❤️❤️,5
e9eb6765-db1b-41bf-b5c4-589ff873807d,Nice,5
eaf4e7dd-0f12-4a7b-8651-12963af603dc,it keeps your mind focused and shap,5
6414fb77-c801-4b02-8ea0-b85285edd692,fun game,5
d35c6841-823c-4a44-8c2f-3969f1819493,Nice game,5
f99887f7-1b98-4fde-976d-7938a7266538,very good game i intrested,5
186cf809-a13f-4aa4-9d71-edad13a4f447,I love it,5
9f338afa-a4ab-49f8-bacf-5ba703b034f6,most fun game I ever play!,5
17c3523b-0fe6-499f-87cb-89ed95334638,old,5
d7e7969b-91b2-46eb-9d32-c3b99eb22cef,great game I really love it,5
bbc182a9-daab-49d7-b525-7a81c8442514,"very nice , engaging",4
4f895609-77d5-4d37-84dd-99d0debf0d7d,best,5
3b6c8d25-2e27-4653-ae8d-5715aef9027d,I really really love the race it's the best. this game is amazing.,5
839aa7b7-7f9d-407c-a3f8-60d78ff71e8d,good,5
3271d0e4-f659-4158-8c42-f6c01f0d201d,it's best for time pass 👍,3
85fb234e-cb0a-4b2d-8f25-bdb4c16bd0e3,I really enjoy playing this game,5
1419812b-1a1b-41f6-aba1-c10614c5eb53,it ok i guess,5
ef830c6c-8841-489f-a85d-64cfb91e2cbc,I like it,5
6b7a770f-53de-4e1a-ad00-0586dda006c6,I love it,5
0564714e-3e98-4845-82ae-c7c1d2d77aa4,I love it ❣️😍,5
f4d40a7e-196e-4c21-9294-a13abaa77d5a,very nice,5
721ee7d5-f41f-4ea1-aca4-a2c5b7b5b593,The gummy dragon and the chance of explosive and the four candy one,5
efb374cb-bd67-4d9c-b84f-63f53c711519,بازی خوبی هستش,3
978ace00-72c6-4ad0-9735-a8341b9ef248,"It's great,am having fun!",5
cb4352bf-5f68-44d9-8585-4ca41f1ee933,"The programmers manipulate the game. Bombs disappear without expoding, algorithms force you to use your lives/bars, I've had my gold bars dissappear from 170 to 80 when I haven't used them. It happens when you're signed out. I love a challenge, but once to hit 200 games, skills are secondary. Patterns of game manipulation are obvious and repetitive. Because of this, I won't give them a cent.",1
a8e3f158-555f-4bcc-9936-b0636f1b994c,great game,5
85b3e46f-845e-4602-9eea-4910df8fed83,very nice game,5
36985418-0896-4c36-b828-0d0d5579e208,Very exciting,5
6ae29c72-0a6b-4291-815b-3289e85cdd77,Nice,5
8292f4da-4cb3-4403-86e3-d0a76e65591f,Nice game. Stress relieving game.,4
c2b7a267-1674-45eb-83b8-df8d95fbf96f,Good,5
003f964d-e1f8-472d-8560-0ee8962057d8,it is a good game and I love to play the game it is not hard and not easy but it is for the mindful game,5
e898f7d7-1187-4596-89a4-fe5a8d2f3198,good game,5
aff3b788-0495-4c41-92bb-4d1ac1cc54bd,i like this game,5
61fc4f43-a870-4545-97dc-7ef30f64eb26,"good, very fun to play",5
47684824-fe33-4dad-b97f-2cc0f8cc5f8e,great game,5
707a7a29-3e1c-4067-8df7-ab0180cf88e6,easy fun,4
1264d177-97ed-4874-9a16-eb5f2e408c7d,nice game,5
346435f2-9b13-4ab0-aa48-b01a3960d875,i like this game,5
67fade88-b667-4946-9bf6-0aa8b5f0a742,good,5
0041c9f7-308a-44ea-939f-1256207c1ca3,nice,4
716ea8a9-275f-4b80-97f0-24eac693d977,this game is literally very wonderful specially racess and task's made the game pookie🩷I love this game soooo much,5
fe200ac6-cd8a-47c5-a149-0c4c69607c80,this game is amazing,5
1ee0c127-d993-4d02-b7a8-0c77a01e1e86,it's very interesting game,5
f5c07823-8bcb-4441-a837-a509752c5f79,"why have they deemed it to be ok to use an ad that is very suggestive, the one that shows a young girl unbuttoning her top and then starts for her to be covered with the screws from the game it's advertising. not acceptable.",1
f91e1bfc-8684-4d94-b1d5-941cee258377,top net good,5
63062732-a46c-4f7c-93cd-ba6743fd0fc1,nice,4
57f98424-172e-486c-84e4-24f35e891264,",😍",5
ccc44596-2894-40c9-ad95-ea16041bbb65,playing so many level gives me Happiness l really like this game for sure,5
0fb5d7cf-6011-4d03-956e-cbaafba66f6d,sk Ha pijul,5
2e2c5735-e006-4ca4-9ece-77b99f8160f8,amazing 😍🤩,4
349af135-f2ef-44ee-bc4f-db33b8c7c1a1,very bad 👎,1
789fb5de-594a-4719-970a-6682c4aa6114,super,5
54d6e8d3-2699-42c1-92e7-226d0b8400b2,I love it,5
ced6904d-4158-46e8-aa37-28cd4252a710,a very interesting game I love it,5
d99e79a1-fb82-449d-8c32-e7464521119f,super,5
91f31759-c446-4ba6-9676-d503b90d1515,undarfull,5
174fadf4-6a96-497e-9e25-3bd542bc2705,good time pass.,4
47b60271-9e9e-4f4b-a1b5-b1f454a9b9d8,super 👍 gane,5
32237929-0624-44a8-8a3d-e9f1517aa9a4,Best game,5
e356114c-5aa0-4a36-9b7e-74dfff925307,ok,5
48e6b480-6956-45fa-bfea-96940046f822,အပြင်းပြေတယ်,5
3e5339a9-5e55-48c7-a046-4f07cfb9b75b,wow,5
a9fec77f-eda7-496e-9190-81410c712f76,nice game love it,4
44c3a3bc-3d59-4608-a53a-841fc3444b5c,Good game,5
4a7a9e60-33de-47be-b364-980123e69622,so this game is amazing😍🤩 and it helps you think more and I play it every day such a beautiful game 🎮🎀it's a good way to spend your free time playing it ☺,5
387e1c84-631c-4caa-996b-360ca797c9b0,If you have money than you install and play because this app force to pay money for next raund. Don't waste your time.,1
5ec52dc3-cee6-460a-9609-1b97ca0dc5cd,Having great time,5
8015640c-6a3d-4eb3-b4a8-da5be73ed806,GOOD,5
e55b50b8-140a-40c1-b1f2-197466e2285e,good,5
f7f5fec7-baf3-4921-8501-8e00ed1a9d77,highly addictive game.,5
f8f0171a-3c98-49e6-8f0e-2b42252a35a1,very good,5
745cae70-e2a6-41cd-aaf5-e15e217adb54,good 👍,5
d940326a-176d-4946-b172-289b21db037f,fun,5
5337b664-fcdc-4661-9aba-0e01e26291fc,great game,5
ebbd7931-859d-4c99-8cbf-8aa70605ddcd,👏🏻👏🏻👏🏻,3
d9e603fc-4b7e-40a8-864b-bcbd071e74de,nice to play,5
9864cae6-5f75-42ce-bf5d-6a9762d66edf,Sweet 🎂,5
d8c2bd45-b614-4543-9935-59ecf4ec087e,very enjoyable and good game,5
61501577-f29e-433d-b9c6-ceb0da18f0cc,Best game,5
1f0d6478-3fe0-48e1-a34c-ab5f42ca8c3a,...it will make you late for your own funeral it's so captivating!!!,5
2b59ebe2-37d6-407a-a7e6-4e4db54fe946,Exciting 😄😄,5
026bb1d3-b9fc-46be-a448-189b14e3cb7c,good,5
cbabb932-f519-48bd-97e0-b86da2de3216,excellent,5
b7896ed3-0226-4af6-86d7-b2b78bc64627,cool game,4
38b70890-319c-4371-bfb4-922bfda1707d,👍 good,5
8d964156-38a0-40eb-973b-ba5a7e58d383,"It's easy but not too easy and sometimes extremely hard,it makes you want to think more",4
fc2f9875-d865-4165-ba03-0f8dda2f663c,very good 💯,5
ecb0d134-7cab-4206-a313-03cdd2adb951,Entertaining and easy to play,4
af336860-13fb-44db-a773-6cb590751100,game froze and I had to restart it. I lost everything I had spent more than $100 USD to achieve in the last 24 hours. no explanation for why it happened and unable to get any of my lost/stolen $ refunded. uninstalling and I advise you DO NOT SPEND $$$,1
6c8dbbd7-01f9-45fd-8b1b-a845bda32bda,keeps the boring out,5
b0e7160a-f270-40a1-9563-8e45af54f69e,relaxed fun amusement.,4
daedc3a8-6406-4a3b-bd0e-23f2c3359a74,very nice,5
271e53f5-cc03-4b2f-a693-d5abb3b6f090,good 😊,5
869cc3dc-8896-42dc-b241-d75e32008d4b,Good,5
4bd69d63-bfe5-400d-a567-93d0b12e0429,it was cool interesting game,4
5b0186ab-fc2d-458d-ae0c-f4efcdc7247e,wowwwwwwww,5
b19ef4f4-8a17-4256-ab54-2d8bbbf7494a,nyc game lovely 🌹😍❤️😘💘,5
fb7a90aa-0204-4db8-a50e-edcc37372a9f,Seriously this application is very interesting and fantastic.and very easy to use.plz Don't forget to download Thai application.very interested application.😍,5
adbc82b8-34de-4b8e-a958-46ccb267b632,wrost wrost game ever i play in my life. Don't suggest this game to anyone 😡😡👎,1
78c89072-57a2-47c5-859f-41bb9a2f4465,good game,5
93114a4f-faeb-42d0-8595-28a0134c21e9,love the game,5
95fee497-5291-41b8-84a6-2c77260835f0,Love this game.getting highs and lows but good still thought provoking ibhave time to think about me winning sometimes,5
ed917528-2273-4a8a-94f3-a7d81e730ada,Super 😘,5
5773631a-6c3c-40f5-b435-4ee5337f0a30,love playing candy crush 😍,5
28fc2969-cf55-447f-9a45-0f7584e879c4,cool,5
e078f498-6d4d-4530-bc3c-36024aaf8588,Why did you guys remove the point scores. Personally the game feels less exciting without them,2
b28fc331-3d61-4e45-b5c5-b31e5ef6336c,mast game hai,5
ba52c945-995f-44f6-b493-c870b35ce963,crushable,5
503614de-300e-41df-a61d-1b4536d03fbd,stop app,1
6554a8f9-f638-4a64-b446-43b32a9e46f7,good,5
fb2cd6ff-0da1-4191-9a57-e26ec7a9dbfe,waw,5
8b9cad19-7b15-4fed-ab0f-d4ed970a71f2,excellent,1
73a419f7-3514-4452-9e57-f4adf87a6583,ADDICTIVE,5
27dcd1a8-99ce-4c13-abca-7a9cef844a30,nice game 🎮😊,5
0343048a-31b2-41e1-a48b-b43067aed568,osm game ❤️❤️❤️❤️❤️,5
16c5366d-0fef-45d9-b7b1-b5fe42ad8850,good,5
40e424d2-704c-4f15-a71e-95668a87b5f6,good and enjoyable game,4
d21687c4-ca47-429d-a2de-d35917684f11,good game 🎯...super fun for any age,5
3dd31fc7-28fb-4c82-a026-34e95178e128,good gaming app,5
41b87d03-07bd-4a7f-896a-554ae6aca8ee,nice game....nice time pass....,5
d62ca788-e487-40ab-ac7b-b875e94c0f7b,super,5
c1c4d5ec-191d-4e66-aff2-fcc8c1364309,best game,5
1e7baa80-9682-44e5-9564-6228307c6303,Favorite game,5
edef5593-cee9-43b3-a568-584f26fdb091,not bad,2
a9df748e-7dba-4239-b40a-78fe870d40cf,best mind relaxing game ever 😀,5
0445593e-b8db-482a-9ebd-da4ac86ddbe7,mind game,5
ad57e8e8-0832-4e4e-aa3f-40306b345f54,best game in my life,5
7a8a5c84-7585-4bb9-9986-78e70506ffe6,good,5
49728b57-2863-4cd4-b04f-d0142db6824d,great way to waste some time,5
af9da233-7334-4d55-be5c-0fb42e99ed41,nice,4
94e183c5-9331-4d1f-8373-f73e14a005cb,good 👍,5
1fbfc008-148b-4459-aece-4a3e9c710b59,it's fun to play....,5
19cc7bc1-71e6-4fae-b2cd-3c9fa62ce4dd,fun fun fun!!!,5
6bbf49d3-5787-4168-b935-291c8a6f1d6c,very nice game,5
bbffe741-5b17-47c9-9749-269c4c275300,TextNow installed this on my phone over a metered network without my permission. Bloatware garbage that I do not want!,1
34a7282a-b951-48f3-92a8-8a636de2eabb,awesome game,5
9e903e05-d843-48ba-a06c-d4c4fa0fd986,nice easy enjoying it with no ads,5
b8a973fc-24a2-454c-ae3d-18336ecd1444,"need more speed,,,",3
67ec6af6-3d7b-42f9-9e68-dc7b8dd6a2dd,I love it,5
200735de-ba1a-49a8-823d-3b7b95316472,excellent,5
47cf2d8d-eb6b-421d-8917-e4bfc1fbf58a,nice,5
fafa1f93-02ce-4842-90f5-33f2d8c0ed37,bad really boring bombs being blasted on own,2
253798c7-4735-41fa-9386-b52f952c9f1a,nice,1
64c8f986-88c3-4ab0-aaac-5a93d62fb2b0,very entertaining,5
6968189e-c231-4681-929d-66418a413340,The ads are a bit frustrating... We can't advance sometimes but purchasing only seems to be an option... Put some other options in the game so the interest goes on.,4
cce2dd0b-71fc-416f-a376-6c146eb1f319,super,5
02108cf0-7840-4322-aa87-e2d36267e66f,I love candy 🍭🍭🍭🍬🍬😍💋 🍬,5
d9328efa-dbe8-4ec0-9150-aaa505561126,Love the game concertrate make the best possible moves,5
714e9067-1bc4-48fe-9bdd-2053ec5b2d8b,"absolutely 💯, the greatest game ever",5
f0124dbf-6051-4c03-9b1d-827e687747f9,Love it.,5
36895dcb-ec41-4759-9b37-29a0949ec6c4,Awesome,5
19fcb4b7-5492-425c-9331-cafaec229248,I started over on the game and it is fun,5
3a227381-d37a-4c07-93a6-2216e0ffcf08,it's so enjoyable..,5
cb59e46f-fb66-418c-b9b7-e8106df766be,Nice,5
03f7ee47-6188-4c08-8980-033f88c38d37,fun,5
2e9deb8a-af45-4c50-af22-435e616f7cd0,best,4
8768372a-356c-4478-9047-f4a3a3f5c7df,good nice,5
f203fce1-93c2-4ea0-b55a-122944196b47,Very nice puzzle game 👍🏻👍🏻,5
9767467f-fa22-4414-aa18-e5a0d4f02388,Wow......❤️🌹Loving it............wow...... I start again and again.................,5
2f818678-3804-499d-997a-177be16e66ff,it's fun when I play l don't get out that's why because around me that just let me get out and that something I don't like,5
5a985702-e4be-477d-830e-e09525d998a7,great game.,5
22b1b1c6-c574-4efb-943b-f07ead1d96da,best,5
21c01a16-6566-472d-aed4-8045a1ea05d0,very nice game,5
1467de88-6b5e-430c-b911-f32eba844fc2,so so addictive,3
34e350a4-37c5-442b-875d-4c7013c1f016,GREAT EXPERIENCE,4
c648286e-b1c3-45fe-a26d-3f03f63475c2,best app candy crush saga good feeling,5
94ca3d5d-8239-4a23-a974-a442695ed9db,v good,5
467b6f3d-ffbc-4a8e-8e5c-919caeeb2298,its dumma,5
12d7ecb2-d9c7-4dbd-a124-9063bec23c09,I love this game I love the challenge,5
7251ba7b-0fd1-4a3c-a7f0-b48f10443158,extremely money minded game It will give you hard levels and force you to spend on gold bars for completion,1
ef243573-a1cd-49c0-ac1e-d9d71fc3e51a,best game ever produced,5
895f3019-ef02-4f88-aa77-00b83424d5c4,"Come and play. You will have fun, promise you.",5
5f9c7d19-ca49-4c1d-91dc-ffe915cfcfd7,app space is bigger than what they claim .,1
680c769c-f25d-48bd-ac15-750a93fc6631,fun game,5
31ca5715-8e2a-410c-9909-cb0deee45df6,Very relaxing game. I enjoy the animation!,5
002e0042-79b5-41b6-bde5-94ccc1b30227,very brainful very amazing tp,5
c060ee29-e006-4a5f-83f4-8366667ed6bc,nice,5
05284639-9500-4f0d-b0d9-7835159aead5,Organize and more wins.! oldy but goody. still need to buy to win. changed different moves,5
9c518ffa-221b-4fdd-ac67-ecbd4dbcdebf,very good. very relaxing.,4
7f0f68b6-f74c-473a-94a5-e1090b55de66,nice game,5
815159ea-f852-4645-889b-a23677f6569c,v.good.,5
a3b464e9-f052-46ec-b53b-95ec86e08b3a,love 💓 it,5
8d1004d9-27a7-4ed6-818c-9305ec824fe1,takes my mind off things,5
96538b98-d6b6-4239-aedb-b291a46e9603,Fun!!,5
5c1b0e07-4224-4562-9c62-75f1bd783cdb,Enjoyable,4
79820bf7-8912-4002-b05f-829eb6a2b3e9,nice,5
952e6f5e-8772-4ace-ab68-d0003b025cd6,I love it,5
ec678140-d9d0-4354-98c8-3437eda696ee,love this game,5
6f28a4ca-a042-4c99-8369-52ddd127d91d,All Right,5
231c7a1a-b482-4612-a871-e878275ac6d7,top,5
9aebad7b-0701-4d26-bfdb-748ecf626ceb,this game is very nice and it has no ads on me and I'm really happy when I play this game,5
8da6f7b5-92b2-4e11-a745-92a0bab62a4f,lovely,5
8a667f74-16b3-435d-a5f7-2ce63e5dc494,I like it,3
9df74de0-4969-4de4-bcd0-9d464aea1d56,Enjoyed,5
de22ce19-a4d4-4f07-9804-4caf42113526,awesome awesome time,5
a9ab8d56-2bf6-4c30-af53-1022179dcea9,Best game ever,5
2c89045d-16a7-4f83-8e96-3e1075a17fe3,that's my favorite games,5
4442e031-3ce0-4061-9736-4152360202d3,super gaming,4
c9ab539a-1667-4994-b99d-0efe5c3b4de6,fun game,5
d8162666-bcb8-47a1-b674-1182221f7d63,good,5
a20a5000-ff86-4fbd-a43c-05606a2b5352,it supports Game mode,5
1f3c92cd-c66c-4083-a927-5ae526180f06,I have played this game for years love it,5
84d0b3da-6d01-4f02-a95b-b15e25362ec6,love this game,5
9185db8b-cea2-4c50-90d7-dc7785a9e41d,siper,5
ed9cfe41-b78d-40de-8e11-f28bfe62330f,Love the challenges and updates. New rewards and challenges. I love the Sprinks they're so cute. New updates make it so much more interesting 😃 ❤️👍❣️,5
d4826c09-824a-4dad-982c-628a6969e90c,It's the best three matching puzzle app yup 👍,5
485c760e-f520-430d-ab1c-51bb6d71fcb9,really fun game,5
7b5791d3-dc04-4abf-95d2-f816bbc2eda5,Interesting,5
78d8050f-8cf9-4cc3-a98a-269dc1f63679,fun,5
b7810def-eb97-4cdd-bb15-a00e2ec1d69a,awesome,5
276c5aac-16a8-4615-88c0-281abfe2ee81,"Honestly, just like many people are saying, it’s all the same now. The game has become a money trap. It feels like a bank—you have to keep spending money just to win or move to the next level. You’ll get stuck for days. What makes it even more annoying is that you can actually leave the app for one or two weeks, come back, and suddenly you pass the level easily. It shows they’re clearly manipulating you to spend. It’s super frustrating. Not fun at all anymore.",1
80fcef2b-6fff-445b-b365-46ebe37dd3d8,I'm having fun I like it so far 👍,5
ce5f47f5-7fe5-49a2-a9cf-a9f3b273eb48,great game,5
8f42368f-3b6b-4b2f-b9a8-1da93bb18eec,nice to play and ues brain on this game,4
1446acce-bdbd-4723-aa74-24f731fc02f6,I love it,5
df2ad581-daf8-4dec-9e48-d232f273e7fb,good,5
967d77ed-d74d-46ec-87ad-54cf6aaebd78,vă mulţumesc,5
af68938e-f35c-4232-b45a-3ff72aed4e6e,Love 💕 this game!!!!!!,5
3705cd26-8b2e-4620-b64d-72fd79d558da,good game,5
be97d494-d47d-4e55-b490-426086ed2484,Real fun 😁😊,5
97e9d2ad-b0a7-4804-937d-84890d68e77b,"it's a fun game to pass time, and it's very easy depending on the levels you're on",4
e2818957-a47c-4339-a59f-d9f132d1f521,lots of fun,5
7d8d2644-5ad9-4502-bbeb-aa5f73532c5c,I was enjoying playing candy crush again and then a new update came out that promoted watching ads to get more boosters and more moves. this has ruined the game. its very clear the number of moves given was reduced to increase the amount of ads watched and to force people to pay for moves and boosters. I've stopped playing because I'm not about to spend 10x more time trying to beat a level because the odds have been skewed to favor their pocket book.,1
da3fcd96-4576-47be-b72e-7c44a4a85cbb,very grateful for no ads!,5
60d3f25b-7ad7-4627-81d8-57b82b0ec03d,Awesome! More bonuses please 😀,5
a2ab0148-2d06-4f71-b6e7-d1b4a5cb9d29,I love this game. I play it all the time 🐣💗,5
763fb502-8e7f-48d6-9651-01ef0ea37d41,fun game,4
8d08069e-ec93-4ae8-ac07-31b322e85691,Nice apps,5
9b01a3e9-390d-4b44-aae5-6e058288a5b2,i love it,4
e61eb1ad-dfc3-4483-aaa6-7928005529cb,nice,5
bd12626e-1302-4ead-803b-bcfe9a2aae8d,I'm at level 436 now and I'm liking every moment of it,4
3a65db64-f4c4-4ab4-a21a-307f0c7af1ce,love this game still love playing this game,5
0cf88885-0c8a-44a3-bbb1-8942847dfdd3,Good and mind relaxation having fun and reducing tension..,5
0f12fe8b-148d-4856-bbe7-75ff063f1668,super,3
7a77b4a9-2916-4731-8564-0ef20708155b,nice game,5
672c9a12-4b0c-4238-8e1d-2841823ea8a9,"amazing game, the hours spend moving candies together have restored my self peace. i adore every minute i have spend on this wonderful app. thank you candy crush",4
401170b9-0092-4642-8387-cdd77f270f2a,love the game,5
ca97b9ab-1e36-42a1-8bf2-87b2b507706d,good,5
c287fb00-eb4d-4ba1-bfa8-607bdf6d160c,nice,5
ee878030-5aa5-4fb0-b4c0-17fc55914297,"I can't open my app, I just updated it and I was busy playing help",2
ba087aa8-459a-4b4c-a3ec-70485a6acac9,good,4
e850fd85-2fe7-43b4-91d8-e855354b6252,good game,5
652b4fb1-c048-424a-a4e4-766e3d5c3c37,good game,5
244fddc4-0192-4e76-bbfc-3bfc33c6f0ce,this game was very interesting 😁,5
e06c7cc7-a704-4a62-822a-d07772e39955,Great,5
6414d15d-8a60-482b-a58f-b3fca29af51d,I love to play candy crush,5
a75ff763-7408-4ffb-b4c7-740fa739cb30,Love this game! Great challenges! Keeps your brain thinking,5
00a0d126-930d-4c8d-80d0-a9684b3ba655,I love this game so much I definitely recommend it to anyone it's a amazing and fun game and credit to the candy crush saga team 🤗🌈,5
d3d279f5-25f4-4309-884a-ab9f032ee58b,enjoy playing really good,5
20bf48a7-9e7a-41bf-b0f0-f96f487e6c52,Love it.great game.fun everyday....love,5
d6fd9cef-3bd3-4ec0-be0f-24ffb98a52f9,me & my husband love this game we like to race to see how far we get !,5
d87a8dfa-1ecf-4d45-87d2-93d6dae45fd7,I have deleted the game and will never come back. This is the last time for me to lose progress. Tired of it happening,1
bce2aabb-aeef-4981-988a-52a1b98df2a8,wow candy crush saga is the greatest game of all time. Iike it man like it's awesome. 🤗,5
cf87c70c-0813-4a49-b247-3a23c1bf4698,amezing game wonderful enjoying,5
13eac2e1-f952-4607-baea-a6a2618d5b3e,This app has been my favorite since I was 6 years old.,5
e6a58927-5726-49bd-a502-86c60d26ecbb,this game 🎮 is very sweet and funtastic I like tha game is all games off very different tha game Fun 😊 and mustard,5
d6422b89-ff33-45c6-85df-b4397f4e3b02,nice,5
c55b926d-1c1e-4d87-9951-cb23fc2f07bd,good,4
096e9ef2-8925-4da1-91ba-7aea7c29b599,"This is a really good game. However, beware! You can spend a lot of money trying to win levels. In fact, it is impossible to win some levels without purchasing gold bars. I got up to level 20,000 and then deleted the app as I was spending way too much for just a game.",3
24b1552f-66f5-4800-849c-60ccdff8e36f,it's fun especially when you play with your data,4
e927271e-3c03-4d6a-8c70-75aa3b8a392d,cool game,5
4ab94f1b-b3f6-4699-8746-7a5e4e9810f0,awesome game but play with your favourite songs,4
4ee7157d-dc9c-466d-b8ca-2805e6c35bbd,love it,4
103c6015-c0b3-444d-95a4-f4ac1101734e,good for boredom,4
866b84a2-bb70-40bb-98fa-a778708c86bb,its dope 🙌,5
9282798f-0af2-4db9-a93f-006c410ac695,Great,5
e89253b9-081b-4346-84a6-a8aa42470a6d,good,5
e54f948d-c6ec-4710-be92-8f3d9a37cdfb,It's fun,4
4acf69ed-2232-42f4-b6ad-bff2849c988c,good game,5
a8a6d237-a69d-4f19-8211-e5d44afe9a37,best game,5
de118e88-cabb-4353-a1a7-419ed6cf38db,Nice,5
